date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2017-02-10,-2,-5.52,-5,-8,,-17,90,69.8,72,54,-5.2,-10.3,-9.3,-13.5,35,22.67,21,7,52,25,102.4,101.83,101.6,100.8,100.25,99.66,99.46,98.66,24100,17908.3,12450,800,2.9,2.7,2.7,2.5,23,0,0,0,0,3.8,0,3.8,0,07:23:00,17:40:00,10.28,7.38,17.67,,,-4,-3,-3,-2,,,,,,8,7,5.5,3,,,,
2017-02-09,-4.4,-8.43,-8.19,-12,,-20,67,54.8,52.5,38,-12.9,-16.2,-16.4,-19.8,35,21.71,23,11,50,28,102,101.67,101.65,101.3,99.85,99.49,99.49,99.12,24100,24100,24100,24100,2.7,2.6,2.5,2.4,26.2,0,0,0,0,0,0,0,0,07:25:00,17:39:00,10.23,7.42,17.65,,,-5,-5,-12,-12,,,,,,8,4.1,4.5,1,,,,
2017-02-08,3.7,-2.05,-2.1,-7.9,,-16,88,66.6,69.5,51,1.9,-7.6,-6.7,-15.3,53,31,37,21,69,28,101.4,100.8,100.35,99.3,99.26,98.66,98.23,97.19,24100,23700,21700,19300,2.8,2.4,2.4,2,20.1,0,0,0,0,0,0,0,0,07:26:00,17:37:00,10.18,7.43,17.62,,,-2,1,-13,-13,,,,,,8,7.5,7,6,,,,
2017-02-07,4.2,-0.06,1.35,-1.5,,-8,97,85.5,81,65,3.3,-2.3,-0.8,-4.9,33,17.25,17,1,52,27,101.2,100.23,100.1,99,99.1,98.11,98,96.9,24100,13895.8,14050,4000,3.8,2.8,3.1,2.4,16.6,0,0,0,0,15.4,15.4,0,0,07:27:00,17:36:00,10.15,7.45,17.6,,,0,2,0,0,,,,,,8,7.9,7.5,7,,,,
2017-02-06,1.7,-1.48,-2.19,-6.1,,-9,75,59,61,47,-5.3,-8.6,-8,-10.7,18,9.12,10.5,3,,,102,101.75,101.65,101.3,99.87,99.58,99.52,99.16,24100,24100,24100,24100,4,3.2,3.3,2.6,20.2,0,0,0,0,0,0,0,1,07:28:00,17:35:00,10.12,7.47,17.58,,,0,1,-2,-2,,,,,,8,7.4,7,6,,,,
2017-02-05,0.4,-1.79,-1.45,-3.3,,-9,90,67.1,71.5,53,-3.8,-7.3,-7.3,-10.8,42,22.67,28,14,56,29,101.8,101.22,101.3,100.8,99.64,99.07,99.16,98.68,24100,21629.2,12850,1600,2.8,2.6,2.6,2.5,19.4,0,0,0,0,0.8,0,0.8,0,07:30:00,17:33:00,10.05,7.5,17.55,,,2,2,-7,-7,,,,,,8,7.4,7,6,,,,
2017-02-04,-2.4,-5.69,-5.65,-8.9,,-17,68,59.8,58.5,49,-10.1,-12.4,-12.2,-14.3,34,23.25,24,14,44,24,102.7,102.44,102.2,101.7,100.53,100.25,100.05,99.57,24100,23900,21700,19300,3,2.8,2.8,2.6,23.6,0,0,0,0,0,0,0,0,07:31:00,17:32:00,10.02,7.52,17.53,,,-2,-2,-9,-3,,,,,,8,6.8,6,4,,,,
2017-02-03,-4.9,-7.25,-7.05,-9.2,,-17,72,61.5,59,46,-12,-13.6,-13.5,-15,40,26.88,28.5,17,54,26,102.6,102.32,102.4,102.2,100.42,100.14,100.2,99.98,24100,23700,21700,19300,3.2,2.8,2.9,2.6,25.1,0,0,0,0,0,0,0,0,07:32:00,17:31:00,9.98,7.53,17.52,,,-4,-4,-12,-11,,,,,,7,5.5,4,1,,,,
2017-02-02,-2.9,-4.96,-4.95,-7,,-15,69,57.6,57.5,46,-7.8,-12.2,-11.2,-14.6,48,27.08,31.5,15,63,28,102.3,102.03,102,101.7,100.16,99.85,99.83,99.5,24100,23500,16900,9700,3,2.6,2.6,2.2,22.9,0,0,0,0,0,0,0,0,07:33:00,17:29:00,9.93,7.55,17.48,,,-3,-3,-11,-9,,,,,,8,7.2,7,6,,,,
2017-02-01,2.3,-1,-1.14,-4.6,,-9,93,72.5,71.5,50,-4.2,-5.6,-6.4,-8.6,37,23,20.5,4,48,28,101.6,101.19,101.15,100.7,99.49,99.04,99.01,98.53,24100,20695.8,14450,4800,4,2.8,3.2,2.4,19.1,0,0,0,0,0.4,0,0.4,2,07:34:00,17:28:00,9.9,7.57,17.47,,,2,2,-8,-8,,,,,,8,7.2,7,6,,,,
2017-01-31,-2.1,-3.6,-4.05,-6,,-10,93,75,72.5,52,-4.6,-7.6,-9.4,-14.2,21,12,13,5,35,10,101.2,100.63,100.8,100.4,99,98.48,98.63,98.26,24100,16604.2,14450,4800,3.5,3.1,3.1,2.7,22.1,0,0,0,0,2.4,0,2.4,0,07:35:00,17:27:00,9.87,7.58,17.45,,,0,0,-2,-2,,,,,,8,7.8,7.5,7,,,,
2017-01-30,-4.6,-7.61,-7.75,-10.9,,-17,73,59,59.5,46,-12.5,-14.4,-14.6,-16.7,22,12.38,13.5,5,33,32,101.5,101.24,101.2,100.9,99.27,99.06,99,98.74,24100,24100,24100,24100,3.4,2.7,2.8,2.3,25.8,0,0,0,0,0,0,0,0,07:36:00,17:25:00,9.82,7.6,17.42,,,-3,-3,-7,-6,,,,,,8,5.7,5,2,,,,
2017-01-29,-1.8,-4.2,-4.45,-7.1,,-13,84,61.9,68,52,-4.8,-10.6,-9.2,-13.5,31,22.5,22,13,50,29,100.9,100.59,100.55,100.2,98.76,98.44,98.42,98.07,24100,23900,21700,19300,2.4,2.2,2.2,2.1,22.4,0,0,0,0,0,0,0,0,07:37:00,17:24:00,9.78,7.62,17.4,,,-1,-1,-11,-9,,,,,,8,7.8,7,6,,,,
2017-01-28,-0.9,-1.6,-1.7,-2.5,,-9,88,76.8,77.5,67,-3.5,-5.2,-5.2,-7,36,24.42,27,18,44,25,100.3,100.22,100.2,100.1,98.2,98.1,98.1,98,24100,17808.3,13850,3600,2.8,2.5,2.4,2,19.7,0,0,0,0,0.4,0,0.6,0,07:38:00,17:23:00,9.75,7.63,17.38,,,1,1,-4,-4,,,,,,8,8,7.5,7,,,,
2017-01-27,1.8,-0.18,0.09,-1.6,,-8,83,70.2,71.5,60,-3.1,-5,-5.2,-7.3,45,30.75,35,25,56,28,100.4,100.32,100.3,100.2,98.26,98.19,98.17,98.07,24100,23433.3,20100,16100,2.3,2,2,1.7,17.9,0,0,0,0,0,0,0,0,07:39:00,17:21:00,9.7,7.65,17.35,,,2,2,-2,-2,,,,,,8,7.1,5,2,,,,
2017-01-26,4,2.58,2.1,0.2,,,98,84.9,82,66,3.3,0.2,-0.8,-4.8,46,21.5,23.5,1,56,29,100.3,99.73,99.85,99.4,98.19,97.64,97.76,97.32,24100,19091.7,14450,4800,2.9,2,2.2,1.6,15.9,0,0,0,0,1.8,1.8,0,,07:40:00,17:20:00,9.67,7.67,17.33,,,3,4,-2,-2,,,,,,8,7.5,6.5,5,,,,
2017-01-25,4.9,2.33,2.15,-0.6,,-5,97,85.8,85.5,74,2.3,0.2,-0.9,-4.1,23,12.08,13,3,,,100.7,100.24,100.15,99.6,98.54,98.12,98,97.46,24100,20025,15250,6400,2.6,2.2,2.1,1.7,15.8,0,0,0,0,1,1,0,,07:41:00,17:19:00,9.63,7.68,17.32,,,3,3,1,1,,,,,,8,7.2,4.5,1,,,,
2017-01-24,1.4,0.39,0.35,-0.7,,-5,84,76.4,77,70,-1.8,-3.3,-3,-4.2,26,14.92,17,8,37,30,100.8,100.64,100.65,100.5,98.68,98.52,98.53,98.37,24100,24100,24100,24100,2.6,2.3,2.2,1.9,17.6,0,0,0,0,0,0,0,,07:42:00,17:17:00,9.58,7.7,17.28,,,1,1,-2,-2,,,,,,8,7.5,6.5,5,,,,
2017-01-23,3.9,2.34,2.2,0.5,,,97,86.4,85.5,74,1.8,0.2,-0.2,-2.1,25,17.79,18.5,12,41,9,101,100.9,100.9,100.8,98.89,98.78,98.78,98.67,24100,18491.7,15250,6400,2.1,1.9,2,1.8,15.8,0,0,0,0,0,0,0,,07:43:00,17:16:00,9.55,7.72,17.27,,,4,4,0,4,,,,,,8,7.8,7,6,,,,
2017-01-22,5.4,3.83,3.6,1.8,,,98,92.8,89,80,4.6,2.8,2.1,-0.4,19,11.46,11.5,4,39,9,100.9,100.71,100.75,100.6,98.75,98.59,98.61,98.46,24100,10108.3,12250,400,2,1.8,1.8,1.5,14.4,0,0,0,0,0,0,0,,07:44:00,17:15:00,9.52,7.73,17.25,,,6,6,4,4,,,,,,8,7.4,7,6,,,,
2017-01-21,6.3,3.95,4.15,2,,,97,95.9,93.5,90,5,3.4,3.3,1.6,11,6.67,6,1,,,100.9,100.78,100.75,100.6,98.82,98.67,98.66,98.5,12900,5308.3,6550,200,2.6,2.3,2.2,1.9,13.8,0,0,0,0,0,0,0,0,07:45:00,17:13:00,9.47,7.75,17.22,,,8,8,5,5,,,,,,8,7.3,6,4,,,,
2017-01-20,3.7,2.48,2.2,0.7,,,96,90.1,89.5,83,2.7,1,0.9,-0.9,16,8.96,9.5,3,,,101.5,100.96,101.1,100.7,99.33,98.84,98.96,98.58,16100,12383.3,8250,400,2.6,2.4,2.4,2.2,15.8,0,0,0,0,0.2,0.2,0,0,07:45:00,17:12:00,9.45,7.75,17.2,,,6,6,4,4,,,,,,8,7.5,5,2,,,,
2017-01-19,2.9,1.99,1.9,0.9,,,94,87.1,87,80,1.5,0,0.4,-0.8,18,8.88,10,2,,,101.9,101.7,101.7,101.5,99.77,99.56,99.58,99.4,19300,13962.5,12850,6400,3.2,2.8,2.8,2.5,16.1,0,0,0,0,0,0,0,0,07:46:00,17:11:00,9.42,7.77,17.18,,,4,4,0,1,,,,,,8,8,8,8,,,,
2017-01-18,3.3,2.25,2,0.7,,,96,90.8,89,82,1.8,0.9,1,0.2,23,13.46,14,5,33,23,101.7,101.44,101.35,101,99.52,99.3,99.2,98.89,24100,15804.2,12250,400,3.4,2.9,3,2.5,16,0,0,0,0,0.4,0.4,0,0,07:47:00,17:09:00,9.37,7.78,17.15,,,5,5,1,1,,,,,,8,8,8,8,,,,
2017-01-17,1.7,1,0.7,-0.3,,,96,89.9,79.5,63,1,-0.6,-2.4,-5.8,23,12.71,13,3,44,9,102.2,101.44,101.6,101,100.08,99.31,99.48,98.87,24100,9895.8,14050,4000,4.8,3.6,3.8,2.7,17.3,0,0,0,0,12.2,12.2,0,0,07:47:00,17:08:00,9.35,7.78,17.13,,,2,3,-2,2,,,,,,8,8,7.5,7,,,,
2017-01-16,2.6,-1.32,-1.85,-6.3,,-10,85,67.9,68,51,-5.1,-6.7,-6.6,-8.1,23,9.58,12,1,32,26,102.8,102.65,102.55,102.3,100.65,100.48,100.42,100.19,24100,21566.7,20100,16100,5,4.3,4.4,3.8,19.9,0,0,0,0,0,0,0,0,07:48:00,17:07:00,9.32,7.8,17.12,,,2,2,-2,-2,,,,,,8,4.6,4,0,,,,
2017-01-15,-0.1,-3.27,-3.65,-7.2,,-13,84,71.2,71.5,59,-6.1,-7.9,-8,-9.9,17,10.88,11,5,,,103.1,102.93,102.95,102.8,100.91,100.74,100.77,100.62,24100,24100,24100,24100,3.7,3.2,3.2,2.7,21.6,0,0,0,0,0,0,0,,07:48:00,17:06:00,9.3,7.8,17.1,,,0,0,-9,-6,,,,,,8,4.2,4,0,,,,
2017-01-14,-3.3,-6.32,-6.19,-9.1,,-14,76,67.8,67,58,-8.4,-11.4,-12.1,-15.8,12,7.21,7.5,3,,,104.2,103.38,103.5,102.8,101.94,101.16,101.29,100.64,24100,24100,24100,24100,3.7,2.9,3.1,2.5,24.2,0,0,0,0,0,0,0,0,07:49:00,17:05:00,9.27,7.82,17.08,,,-2,-2,-9,-6,,,,,,8,5.5,4,0,,,,
2017-01-13,-1.6,-4.54,-5.2,-8.8,,-14,69,59.7,60,51,-7.1,-11.3,-10.1,-13.1,40,23.17,24.5,9,56,29,104.3,103.77,103.4,102.5,102.1,101.57,101.24,100.37,24100,23433.3,20900,17700,2.8,2.7,2.6,2.5,23.2,0,0,0,0,0,0,0,0,07:49:00,17:03:00,9.23,7.82,17.05,,,-4,-2,-11,-11,,,,,,8,6.2,5,2,,,,
2017-01-12,8.9,2.67,3.3,-2.3,,-8,97,87.2,81.5,66,7.3,0.7,0.2,-7,35,18.17,20,5,46,26,102.5,101.27,101.45,100.4,100.31,99.13,99.31,98.31,24100,18966.7,12650,1200,2.8,2.5,2.5,2.3,14.7,0,0,0,0,10.2,10.2,0,0,07:50:00,17:02:00,9.2,7.83,17.03,,,2,7,-7,-7,,,,,,8,7,5.5,3,,,,
2017-01-11,7.3,3.73,4.05,0.8,,,92,68.5,72.5,53,5.2,-1.6,0.3,-4.6,80,27.33,44,8,102,25,101.9,101.24,100.95,100,99.81,99.12,98.83,97.85,24100,23033.3,17700,11300,3.3,2.6,2.6,2,13.9,0,0,0,0,6.2,6.2,0,0,07:50:00,17:01:00,9.18,7.83,17.02,,,5,7,-3,4,,,,,,8,6.2,4,0,,,,
2017-01-10,7.8,0.7,2.34,-3.1,,-8,97,86.3,78,59,5.6,-1.4,-2.2,-9.9,42,21.21,26,10,74,23,102.7,101.38,101.25,99.8,100.53,99.23,99.1,97.66,24100,8995.8,12250,400,2.9,2.7,2.6,2.3,15.7,0,0,0,0,19,11.2,7.2,1,07:50:00,17:00:00,9.17,7.83,17,,,2,2,-3,-3,,,,,,8,7,5.5,3,,,,
2017-01-09,-2.7,-5.66,-6.1,-9.5,,-18,67,60.1,59.5,52,-9,-12.3,-12.8,-16.5,38,19.88,24,10,57,25,103.5,103.06,103.15,102.8,101.29,100.84,100.92,100.55,24100,23166.7,16900,9700,2.9,2.6,2.6,2.4,24.1,0,0,0,0,0,0,0,0,07:51:00,16:59:00,9.13,7.85,16.98,,,-3,-3,-5,-5,,,,,,8,7.4,7,6,,,,
2017-01-08,-9,-10.73,-11.2,-13.4,,-21,73,57.8,54.5,36,-13.7,-17.7,-18.1,-22.5,37,24.17,22,7,50,25,103.7,103.06,102.95,102.2,101.45,100.83,100.72,99.99,24100,23162.5,15250,6400,2.9,2.4,2.5,2.1,29.2,0,0,0,0,0,0,0,0,07:51:00,16:58:00,9.12,7.85,16.97,,,-9,-8,-13,-13,,,,,,8,2.9,4,0,,,,
2017-01-07,-7.6,-11.33,-10.89,-14.2,,-21,75,65,63,51,-14.2,-16.8,-16.4,-18.5,30,16.5,18,6,41,28,102.8,102.66,102.55,102.3,100.59,100.44,100.36,100.13,24100,23900,21700,19300,3.5,2.9,3,2.6,28.9,0,0,0,0,0,0,0,0,07:51:00,16:57:00,9.1,7.85,16.95,,,-7,-7,-13,-13,,,,,,8,3.5,4,0,,,,
2017-01-06,-7.3,-10.97,-10.35,-13.4,,-23,73,62.2,60.5,48,-15.7,-17,-16.9,-18,35,21.79,23.5,12,43,26,102.6,102.02,102.05,101.5,100.39,99.81,99.86,99.32,24100,24100,24100,24100,3,2.7,2.8,2.6,28.4,0,0,0,0,0,0,0,0,07:51:00,16:56:00,9.08,7.85,16.93,,,-7,-7,-14,-14,,,,,,5,2,2.5,0,,,,
2017-01-05,-6.5,-8.3,-9.19,-11.9,,-19,75,65.6,65.5,56,-11.9,-13.7,-14.1,-16.2,42,26.71,29,16,56,25,101.5,101.13,101.05,100.6,99.27,98.95,98.86,98.46,24100,23166.7,21700,19300,2.8,2.5,2.5,2.2,27.2,0,0,0,0,0,0,0,0,07:51:00,16:55:00,9.07,7.85,16.92,,,-6,-6,-11,-11,,,,,,8,5.5,4,0,,,,
2017-01-04,3.5,-2.6,-2.5,-8.5,,-19,95,72.2,76.5,58,2.1,-7,-6,-14,59,35.62,34,9,80,27,100.7,100.1,100.15,99.6,98.5,97.98,98.03,97.55,24100,23566.7,20100,16100,2.3,2.1,2,1.8,20.5,0,0,0,0,0.2,0.2,0,0,07:52:00,16:54:00,9.03,7.87,16.9,,,0,1,-8,-7,,,,,,8,6.1,4.5,1,,,,
2017-01-03,4.4,3.45,3.05,1.7,,,97,96.6,96,95,4,3,2.5,1.1,18,12.58,12.5,7,,,101.7,100.7,100.75,99.8,99.59,98.57,98.63,97.67,24100,9579.2,12150,200,2.7,2.3,2.4,2,14.9,0,0,0,0,15.8,15.8,0,0,07:52:00,16:53:00,9.02,7.87,16.88,,,5,5,-1,2,,,,,,8,7.6,5.5,3,,,,
2017-01-02,4.8,1.2,0.35,-4.1,,-8,95,82,80,65,2.6,-1.6,-1.6,-5.7,23,13.17,15,7,35,10,102.8,102.48,102.3,101.8,100.62,100.31,100.14,99.67,24100,22166.7,20100,16100,4.1,3.1,3.2,2.3,17.6,0,0,0,0,0,0,0,2,07:52:00,16:52:00,9,7.87,16.87,4,4,3,4,2,2,,,,,,8,6.4,5.5,3,,,,
2017-01-01,1.8,-0.12,-0.35,-2.5,,-8,74,64.7,64,54,-4.5,-6,-6,-7.4,35,17.12,18.5,2,50,27,102.7,102.07,101.85,101,100.54,99.91,99.69,98.83,24100,24100,24100,24100,3.5,2.6,2.8,2.2,18.4,0,0,0,0,0,0,0,3,07:52:00,16:51:00,8.98,7.87,16.85,,,1,1,-5,-4,,,,,,7,3,3.5,0,,,,
2016-12-31,3.7,0.57,0.1,-3.5,,-8,91,71.8,74,57,0.4,-4.1,-3.9,-8.2,38,22.92,23.5,9,56,23,101.4,100.56,100.75,100.1,99.22,98.43,98.61,97.99,24100,21295.8,13650,3200,2.5,2.3,2.4,2.2,17.9,0,0,0,0,1.8,0.8,1,4,07:51:00,16:50:00,8.98,7.85,16.83,,,3,4,-4,-2,,,,,,8,7.6,7,6,,,,
2016-12-30,-0.1,-2.24,-1.85,-3.6,,-10,85,71.1,74.5,64,-3,-6.8,-5.7,-8.4,30,23.17,20.5,11,46,29,101.4,100.75,100.75,100.1,99.24,98.61,98.61,97.98,24100,23433.3,20100,16100,2.6,2.2,2.3,2,19.9,0,0,0,0,0.4,0,0.4,5,07:51:00,16:49:00,8.97,7.85,16.82,,,-2,-2,-4,-4,,,,,,8,7.1,6.5,5,,,,
2016-12-29,1.9,0.59,0.14,-1.6,,-7,96,85.2,85.5,75,0.3,-1.7,-1.7,-3.7,30,19,18.5,7,44,28,101,100.23,100.45,99.9,98.88,98.11,98.36,97.83,24100,15495.8,12550,1000,2.8,2.5,2.5,2.2,17.9,0,0,0,0,6,0,6,5,07:51:00,16:49:00,8.97,7.85,16.82,,,2,2,-3,-2,,,,,,8,7.2,6.5,5,,,,
2016-12-28,0.6,-1.93,-1.55,-3.7,,-11,80,70.4,69.5,59,-3.2,-6.7,-6,-8.8,30,18.04,18.5,7,43,26,102.1,101.82,101.6,101.1,99.96,99.66,99.46,98.96,24100,24100,24100,24100,3,2.3,2.5,2,19.6,0,0,0,0,0,0,0,1,07:51:00,16:48:00,8.95,7.85,16.8,,,0,0,-5,0,,,,,,8,7.6,7,6,,,,
2016-12-27,6.7,0.12,1.8,-3.1,,-9,90,71.5,73.5,57,1.6,-4.5,-2.4,-6.4,42,30.67,29.5,17,70,26,101.7,101.31,101.15,100.6,99.52,99.17,98.99,98.47,24100,23900,21700,19300,2.5,2,2.1,1.7,16.2,0,0,0,0,0,0,0.2,1,07:51:00,16:47:00,8.93,7.85,16.78,,,0,0,-5,-5,,,,,,8,7.2,4.5,1,,,,
2016-12-26,9.7,3.08,3.05,-3.6,,-10,97,90.3,84,71,9.1,1.6,1.6,-5.9,34,17.83,21.5,9,63,25,103.5,101.89,102,100.5,101.28,99.74,99.85,98.41,24100,16145.8,12850,1600,2.4,2.2,2.1,1.9,14.9,0,0,0,0,19.8,19.8,0,7,07:50:00,16:46:00,8.93,7.83,16.77,,,11,11,-1,-1,,,,,,8,7.4,5.5,3,,,,
2016-12-25,2.6,0.02,-0.14,-2.9,,-10,86,72.3,74,62,-0.4,-4.4,-3.8,-7.1,29,17.08,19.5,10,43,11,103.8,103.52,103.35,102.9,101.63,101.34,101.17,100.71,24100,24100,24100,24100,2.8,2.3,2.4,1.9,18.1,0,0,0,0,0,0,0,8,07:50:00,16:46:00,8.93,7.83,16.77,,,-3,-2,-5,-4,,,,,,8,7.5,7.5,7,,,,
2016-12-24,3.3,2.11,2.1,0.9,,,95,85.4,86.5,78,1,-0.1,-0.1,-1.2,21,13.33,12.5,4,37,28,102.8,102.02,102.05,101.3,100.66,99.88,99.92,99.17,24100,21766.7,20100,16100,3.8,2.9,3.2,2.6,15.9,0,0,0,0,5.4,5.4,0,12,07:50:00,16:45:00,8.92,7.83,16.75,,,4,4,-5,-5,,,,,,8,7.9,7.5,7,,,,
2016-12-23,2.6,0.53,0,-2.6,,-10,82,72.9,68,54,-1.6,-3.9,-3.9,-6.2,31,18.67,18,5,43,23,102.7,102.45,102.3,101.9,100.51,100.28,100.13,99.75,24100,23300,21700,19300,3.9,3.3,3.3,2.7,18,0,0,0,0,0,0,0,17,07:49:00,16:45:00,8.93,7.82,16.75,,,3,3,1,1,,,,,,8,5.5,4,0,,,,
2016-12-22,3.3,1.17,1.29,-0.7,,-5,96,79.5,81,66,-0.3,-2.1,-2,-3.8,33,16.67,20.5,8,43,31,102.5,101.74,101.8,101.1,100.31,99.59,99.64,98.97,24100,16562.5,12850,1600,4,3.3,3.2,2.5,16.7,0,0,0,0,0,0,0,19,07:49:00,16:44:00,8.92,7.82,16.73,,,3,3,-4,-2,,,,,,8,7,5,2,,,,
2016-12-21,-0.6,-2.98,-4.34,-8.1,,-14,95,75.8,77.5,60,-1.3,-6.7,-6.3,-11.4,21,9.92,11.5,2,32,22,102.1,101.86,101.8,101.5,99.91,99.69,99.64,99.37,24100,15450,12650,1200,4.3,3.8,3.8,3.2,22.3,0,0,0,0,1.4,0,1.4,19,07:48:00,16:44:00,8.93,7.8,16.73,,,0,0,-2,-2,,,,,,8,4.9,4,0,,,,
2016-12-20,0.3,-4.6,-4.89,-10.1,,-16,74,61.3,61,48,-8.1,-11.1,-11.9,-15.8,46,21,25.5,5,67,22,103.4,102.33,102.45,101.5,101.18,100.13,100.24,99.3,24100,24100,24100,24100,3.5,3.2,3.2,3,22.9,0,0,0,0,0,0,0,19,07:48:00,16:43:00,8.92,7.8,16.72,,,0,0,-4,-4,,,,,,7,3.9,3.5,0,,,,
2016-12-19,-7.6,-9.38,-10.25,-12.9,,-21,67,60,58,49,-14.5,-15.8,-16.4,-18.2,24,15.5,16,8,33,22,104.1,103.8,103.75,103.4,101.82,101.56,101.52,101.22,24100,24100,24100,24100,3.6,3.2,3.2,2.8,28.2,0,0,0,0,0,0,0,19,07:47:00,16:43:00,8.93,7.78,16.72,,,-6,-6,-11,-11,,,,,,8,3.2,4.5,1,,,,
2016-12-18,-1.1,-6.46,-7.45,-13.8,,-19,88,67.3,71.5,55,-3.3,-11.7,-10.6,-17.8,44,22.67,25.5,7,59,30,103.7,102.03,102,100.3,101.44,99.85,99.83,98.22,24100,21300,16900,9700,3.4,2.5,2.6,1.9,25.4,0,0,0,0,0.8,0.6,0.2,19,07:47:00,16:42:00,8.92,7.78,16.7,,,-5,-4,-13,-12,,,,,,8,5.5,4.5,1,,,,
2016-12-17,-0.3,-2.38,-3.3,-6.3,,-13,94,90.4,89,84,-1.3,-3.8,-4.5,-7.7,21,9.58,12,3,32,16,101.6,100.74,101,100.4,99.45,98.59,98.87,98.29,12900,7400,6650,400,3.7,3,3.1,2.6,21.3,0,0,0,0,7.4,1.6,6,18,07:46:00,16:42:00,8.93,7.77,16.7,,,2,3,-2,-2,,,,,,8,7.7,6.5,5,,,,
2016-12-16,-5.7,-8.28,-8.5,-11.3,,-19,90,70.7,70.5,51,-7.4,-12.9,-11.6,-15.8,31,17.17,17.5,4,43,26,102.7,102.38,102.25,101.8,100.45,100.17,100.04,99.63,24100,18216.7,12350,600,3.8,3.4,3.4,2.9,26.5,0,0,0,0,3,0,3,10,07:45:00,16:42:00,8.95,7.75,16.7,,,-5,-5,-7,-7,,,,,,8,6.5,4.5,1,,,,
2016-12-15,-7.9,-10.05,-10.4,-12.9,,-22,85,70.6,73,61,-11,-14.5,-14.2,-17.5,58,34.12,39.5,21,82,27,102.3,101.62,101.65,101,100.14,99.43,99.47,98.79,24100,15591.7,12150,200,3.4,2.7,2.9,2.4,28.4,0,0,0,0,4,0,4,8,07:45:00,16:41:00,8.93,7.75,16.68,,,-6,-6,-16,-13,,,,,,8,5.4,4.5,1,,,,
2016-12-14,-5.1,-8.03,-7.85,-10.6,,-20,81,62.5,67,53,-11,-14.1,-13.4,-15.9,53,31.38,35.5,18,67,25,101.8,101.4,101.35,100.9,99.67,99.23,99.21,98.75,24100,21245.8,13050,2000,3.1,2.8,2.8,2.6,25.9,0,0,0,0,0.4,0,0.4,8,07:44:00,16:41:00,8.95,7.73,16.68,,,-4,-4,-11,-11,,,,,,8,4,4.5,1,,,,
2016-12-13,-1.3,-2.72,-3.95,-6.6,,-13,81,69.2,68,55,-5.5,-7.7,-9.4,-13.3,32,23.5,22,12,54,27,101.8,101.65,101.6,101.4,99.65,99.48,99.47,99.29,24100,22700,16900,9700,3,2.7,2.7,2.4,21.9,0,0,0,0,0,0,0,8,07:43:00,16:41:00,8.97,7.72,16.68,,,0,0,-9,-9,,,,,,8,6.7,4.5,1,,,,
2016-12-12,2.4,0.1,-0.15,-2.7,,-8,96,82.3,82,68,-0.3,-2.7,-2.8,-5.3,40,21.17,23.5,7,63,28,101.8,100.99,101.15,100.5,99.6,98.85,98.99,98.37,24100,17662.5,12650,1200,3.1,2.5,2.6,2.1,18.1,0,0,0,0,3.4,0,2.8,15,07:42:00,16:41:00,8.98,7.7,16.68,,,2,2,-5,-5,,,,,,8,7.2,6,4,,,,
2016-12-11,-0.1,-3.33,-3.65,-7.2,,-12,95,85.5,84.5,74,-0.9,-5.4,-5.3,-9.8,22,13.96,12,2,35,14,102.9,102.31,101.95,101,100.73,100.13,99.77,98.81,24100,9891.7,12650,1200,2.8,2.5,2.5,2.2,21.6,0,0,0,0,14.6,0,13.8,0,07:42:00,16:41:00,8.98,7.7,16.68,,,0,0,0,1,,,,,,8,6.5,5.5,3,,,,
2016-12-10,-1.4,-4.89,-4.25,-7.1,,-13,82,72.8,68,54,-6.2,-9.1,-8.8,-11.4,41,13.71,21,1,54,27,102.9,102.83,102.8,102.7,100.72,100.63,100.62,100.52,24100,21962.5,15250,6400,3.4,2.8,2.8,2.2,22.2,0,0,0,0,0.2,0,0.2,0,07:41:00,16:41:00,9,7.68,16.68,,,0,0,-6,-6,,,,,,8,5.3,4.5,1,,,,
